CÓDIGO;Acumulado;Semana;PERIODO
MTEM;3;26;202290
MTEM;1;26;202290
MTEM;16;26;202290
PEIN;2;26;202290
PEOG;2;26;202290
PEOG;27;26;202290
PEOG;1;26;202290
PEOG;1;26;202290
PEPA;2;26;202290
PEPA;2;26;202290
PEPA;10;26;202290
PEPA;1;26;202290
PFIL;1;26;202290
PGPC;4;26;202290
PMEM;15;26;202290
PMEM;3;26;202290
PMEM;1;26;202290
PMFA;1;26;202290
POPF;16;26;202290
RCME;1;26;202290
CAFC;16;27;202290
CBPE;10;27;202290
CCOM;11;27;202290
CDFO;1;27;202290
CDPC;2;27;202290
CFEP;1;27;202290
CFEP;7;27;202290
CGEP;2;27;202290
CICS;1;27;202290
CIMO;12;27;202290
CLEL;2;27;202290
CMDI;7;27;202290
CNEC;1;27;202290
CPDN;1;27;202290
CURV;1;27;202290
DAAG;9;27;202290
DAAG;7;27;202290
DAAM;22;27;202290
DAES;2;27;202290
DAES;1;27;202290
DAPC;1;27;202290
DBCD;1;27;202290
DBCD;35;27;202290
DBPE;2;27;202290
DBPE;1;27;202290
DCAA;15;27;202290
DCAA;3;27;202290
DCAA;1;27;202290
DCAL;1;27;202290
DCDG;9;27;202290
DCDG;1;27;202290
DCGE;4;27;202290
DCKR;14;27;202290
DCOL;49;27;202290
DCPA;109;27;202290
DCPA;4;27;202290
DCPA;4;27;202290
DCPA;1;27;202290
DDCO;4;27;202290
DDDD;1;27;202290
DDDD;1;27;202290
DDEC;84;27;202290
DDEI;20;27;202290
DDEI;40;27;202290
DDEP;11;27;202290
DDEP;1;27;202290
DDEP;2;27;202290
DDFU;1;27;202290
DDGE;26;27;202290
DDGP;11;27;202290
DDGP;2;27;202290
DDGP;2;27;202290
DDIN;3;27;202290
DDIP;7;27;202290
DDLE;10;27;202290
DDLE;2;27;202290
DDLE;1;27;202290
DDMA;16;27;202290
DDPD;8;27;202290
DDPD;2;27;202290
DDPD;3;27;202290
DDSC;18;27;202290
DDUC;6;27;202290
DDUD;18;27;202290
DDUD;64;27;202290
DECC;13;27;202290
DEON;4;27;202290
DERA;3;27;202290
DERA;23;27;202290
DERO;28;27;202290
DERO;5;27;202290
DERS;16;27;202290
DERS;2;27;202290
DESG;3;27;202290
DESG;1;27;202290
DESG;1;27;202290
DESP;6;27;202290
DESP;1;27;202290
DEST;12;27;202290
DEST;1;27;202290
DEST;2;27;202290
DESU;9;27;202290
DETR;3;27;202290
DEVS;29;27;202290
DEXS;1;27;202290
DFCL;22;27;202290
DFDP;13;27;202290
DFKM;11;27;202290
DFNF;17;27;202290
DFUT;11;27;202290
DGAS;18;27;202290
DGCE;28;27;202290
DGCE;1;27;202290
DGCE;1;27;202290
DGCS;14;27;202290
DGCS;48;27;202290
DGCU;1;27;202290
DGGE;10;27;202290
DGOL;1;27;202290
DGOL;33;27;202290
DGOS;148;27;202290
DHDS;20;27;202290
DHGE;3;27;202290
DIFI;1;27;202290
DIGP;2;27;202290
DIND;18;27;202290
DIND;2;27;202290
DIND;1;27;202290
DIOD;15;27;202290
DIPH;48;27;202290
DIQP;5;27;202290
DIQP;36;27;202290
DIQP;2;27;202290
DISI;20;27;202290
DISI;1;27;202290
DKAD;18;27;202290
DKAD;1;27;202290
DLDP;1;27;202290
DLDP;1;27;202290
DLGP;1;27;202290
DLGP;1;27;202290
DLGP;45;27;202290
DLGP;1;27;202290
DLIP;1;27;202290
DMBU;17;27;202290
DMBU;56;27;202290
DMCE;10;27;202290
DMDC;2;27;202290
DMDC;48;27;202290
DMDC;1;27;202290
DMOR;15;27;202290
DMSM;33;27;202290
DMSU;15;27;202290
DMTT;11;27;202290
DNDF;12;27;202290
DNDF;8;27;202290
DNEE;48;27;202290
DNEI;6;27;202290
DNEO;5;27;202290
DNEO;2;27;202290
DNNA;5;27;202290
DOCB;4;27;202290
DOCI;8;27;202290
DOCM;2;27;202290
DODE;6;27;202290
DODP;1;27;202290
DODP;17;27;202290
DOFI;3;27;202290
DOIA;1;27;202290
DOIA;2;27;202290
DOPI;5;27;202290
DOPI;33;27;202290
DOPS;46;27;202290
DORE;1;27;202290
DORE;10;27;202290
DPAD;1;27;202290
DPAD;6;27;202290
DPCI;42;27;202290
DPEA;5;27;202290
DPEN;1;27;202290
DPEN;24;27;202290
DPPC;10;27;202290
DPPC;1;27;202290
DPSU;1;27;202290
DPSU;11;27;202290
DRET;6;27;202290
DRET;5;27;202290
DRNA;3;27;202290
DRNA;1;27;202290
DSAP;1;27;202290
DSAP;47;27;202290
DSCE;20;27;202290
DSCE;1;27;202290
DSCE;3;27;202290
DSCE;2;27;202290
DSFC;50;27;202290
DSMP;11;27;202290
DSMP;1;27;202290
DSMP;1;27;202290
DSVE;23;27;202290
DTCG;1;27;202290
DTDI;10;27;202290
DTMA;24;27;202290
DURP;76;27;202290
DVMP;15;27;202290
DVMP;11;27;202290
ECNE;2;27;202290
EMCT;1;27;202290
EOCM;4;27;202290
EOEN;1;27;202290
EOEN;10;27;202290
EOIM;1;27;202290
EOIM;5;27;202290
EOIO;1;27;202290
EOIO;10;27;202290
EOOP;8;27;202290
EOOR;6;27;202290
EOPE;8;27;202290
EORO;2;27;202290
EORO;11;27;202290
EORO;1;27;202290
EOTT;2;27;202290
EOTT;6;27;202290
MAEC;1;27;202290
MAFM;5;27;202290
MAGS;1;27;202290
MAGS;29;27;202290
MAGS;1;27;202290
MDAD;1;27;202290
MDAD;1;27;202290
MDAD;19;27;202290
MDDE;2;27;202290
MDDE;24;27;202290
MDDE;1;27;202290
MDGE;1;27;202290
MDGE;20;27;202290
MDPE;17;27;202290
MDRC;1;27;202290
MDRC;20;27;202290
MDTR;26;27;202290
MEDU;14;27;202290
MEMG;1;27;202290
MEMG;14;27;202290
MEPI;15;27;202290
MEPI;1;27;202290
MEPI;2;27;202290
MESP;1;27;202290
MESP;11;27;202290
MESP;1;27;202290
MFIA;5;27;202290
MFIL;1;27;202290
MHGP;1;27;202290
MHGP;1;27;202290
MHGP;7;27;202290
MNPP;1;27;202290
MNPP;6;27;202290
MPSP;1;27;202290
MPSP;13;27;202290
MSCF;1;27;202290
MSCF;3;27;202290
MSCM;5;27;202290
MTEM;3;27;202290
MTEM;1;27;202290
MTEM;19;27;202290
PEIN;2;27;202290
PEOG;2;27;202290
PEOG;29;27;202290
PEOG;1;27;202290
PEOG;1;27;202290
PEPA;2;27;202290
PEPA;2;27;202290
PEPA;10;27;202290
PEPA;1;27;202290
PFIL;1;27;202290
PGPC;4;27;202290
PMEM;15;27;202290
PMEM;3;27;202290
PMEM;1;27;202290
PMFA;2;27;202290
POPF;28;27;202290
RCME;1;27;202290
CAFC;17;28;202290
CBPE;10;28;202290
CCOM;11;28;202290
CDFO;1;28;202290
CDPC;2;28;202290
CFEP;1;28;202290
CFEP;7;28;202290
CGEP;2;28;202290
CICS;1;28;202290
CIMO;12;28;202290
CLEL;2;28;202290
CMDI;8;28;202290
CNEC;1;28;202290
CPDN;1;28;202290
CURV;1;28;202290
DAAG;9;28;202290
DAAG;8;28;202290
DAAM;22;28;202290
DAES;2;28;202290
DAES;1;28;202290
DAPC;2;28;202290
DBCD;1;28;202290
DBCD;37;28;202290
DBPE;2;28;202290
DBPE;1;28;202290
DCAA;21;28;202290
DCAA;3;28;202290
DCAA;1;28;202290
DCAL;1;28;202290
DCDG;9;28;202290
DCDG;1;28;202290
DCGE;4;28;202290
DCKR;16;28;202290
DCOL;49;28;202290
DCPA;109;28;202290
DCPA;4;28;202290
DCPA;4;28;202290
DCPA;1;28;202290
DDCO;4;28;202290
DDDD;2;28;202290
DDDD;1;28;202290
DDEC;84;28;202290
DDEI;20;28;202290
DDEI;40;28;202290
DDEP;14;28;202290
DDEP;1;28;202290
DDEP;2;28;202290
DDFU;1;28;202290
DDGE;26;28;202290
DDGP;11;28;202290
DDGP;2;28;202290
DDGP;2;28;202290
DDIN;3;28;202290
DDIP;7;28;202290
DDLE;12;28;202290
DDLE;2;28;202290
DDLE;1;28;202290
DDMA;16;28;202290
DDPD;8;28;202290
DDPD;2;28;202290
DDPD;4;28;202290
DDSC;20;28;202290
DDUC;6;28;202290
DDUD;18;28;202290
DDUD;64;28;202290
DECC;16;28;202290
DEMA;1;28;202290
DEON;4;28;202290
DERA;3;28;202290
DERA;23;28;202290
DERO;28;28;202290
DERO;5;28;202290
DERS;16;28;202290
DERS;2;28;202290
DESG;3;28;202290
DESG;1;28;202290
DESG;1;28;202290
DESP;7;28;202290
DESP;1;28;202290
DEST;12;28;202290
DEST;1;28;202290
DEST;2;28;202290
DESU;10;28;202290
DETR;4;28;202290
DEVS;29;28;202290
DEXS;1;28;202290
DFCL;22;28;202290
DFDP;13;28;202290
DFKM;12;28;202290
DFNF;17;28;202290
DFUT;12;28;202290
DGAS;18;28;202290
DGCE;39;28;202290
DGCE;1;28;202290
DGCE;1;28;202290
DGCS;14;28;202290
DGCS;48;28;202290
DGCU;1;28;202290
DGGE;11;28;202290
DGOL;1;28;202290
DGOL;34;28;202290
DGOS;148;28;202290
DHDS;20;28;202290
DHGE;4;28;202290
DIFI;1;28;202290
DIGP;2;28;202290
DIND;19;28;202290
DIND;2;28;202290
DIND;1;28;202290
DIND;1;28;202290
DIOD;15;28;202290
DIPH;48;28;202290
DIQP;5;28;202290
DIQP;36;28;202290
DIQP;2;28;202290
DISI;22;28;202290
DISI;1;28;202290
DKAD;18;28;202290
DKAD;1;28;202290
DLDP;1;28;202290
DLDP;1;28;202290
DLGP;1;28;202290
DLGP;1;28;202290
DLGP;46;28;202290
DLGP;1;28;202290
DLIP;3;28;202290
DMBU;17;28;202290
DMBU;56;28;202290
DMCE;11;28;202290
DMDC;2;28;202290
DMDC;50;28;202290
DMDC;1;28;202290
DMOR;15;28;202290
DMSM;33;28;202290
DMSU;15;28;202290
DMTT;13;28;202290
DNDF;12;28;202290
DNDF;8;28;202290
DNEE;48;28;202290
DNEI;7;28;202290
DNEO;6;28;202290
DNEO;2;28;202290
DNNA;5;28;202290
DOCB;4;28;202290
DOCI;8;28;202290
DOCM;2;28;202290
DODE;6;28;202290
DODE;1;28;202290
DODP;1;28;202290
DODP;17;28;202290
DOFI;3;28;202290
DOIA;1;28;202290
DOIA;2;28;202290
DOPI;5;28;202290
DOPI;34;28;202290
DOPS;46;28;202290
DORE;1;28;202290
DORE;10;28;202290
DPAD;1;28;202290
DPAD;6;28;202290
DPCI;42;28;202290
DPEA;5;28;202290
DPEN;1;28;202290
DPEN;24;28;202290
DPPC;11;28;202290
DPPC;2;28;202290
DPSU;1;28;202290
DPSU;11;28;202290
DRET;6;28;202290
DRET;5;28;202290
DRNA;3;28;202290
DRNA;1;28;202290
DSAP;1;28;202290
DSAP;47;28;202290
DSCE;23;28;202290
DSCE;1;28;202290
DSCE;4;28;202290
DSCE;2;28;202290
DSFC;50;28;202290
DSMP;12;28;202290
DSMP;1;28;202290
DSMP;1;28;202290
DSVE;23;28;202290
DTCG;1;28;202290
DTDI;11;28;202290
DTMA;24;28;202290
DURP;76;28;202290
DVMP;15;28;202290
DVMP;11;28;202290
ECNE;2;28;202290
EMCT;1;28;202290
EOCM;4;28;202290
EOEN;1;28;202290
EOEN;10;28;202290
EOIM;1;28;202290
EOIM;5;28;202290
EOIO;1;28;202290
EOIO;10;28;202290
EOOP;8;28;202290
EOOR;6;28;202290
EOPE;8;28;202290
EORO;2;28;202290
EORO;11;28;202290
EORO;1;28;202290
EOTT;2;28;202290
EOTT;6;28;202290
MAEC;1;28;202290
MAFM;5;28;202290
MAGS;1;28;202290
MAGS;30;28;202290
MAGS;1;28;202290
MDAD;1;28;202290
MDAD;1;28;202290
MDAD;23;28;202290
MDDE;2;28;202290
MDDE;30;28;202290
MDDE;1;28;202290
MDGE;1;28;202290
MDGE;21;28;202290
MDPE;21;28;202290
MDRC;1;28;202290
MDRC;20;28;202290
MDTR;28;28;202290
MEDU;14;28;202290
MEMG;1;28;202290
MEMG;15;28;202290
MEPI;15;28;202290
MEPI;1;28;202290
MEPI;2;28;202290
MESP;2;28;202290
MESP;11;28;202290
MESP;1;28;202290
MFIA;1;28;202290
MFIA;5;28;202290
MFIL;1;28;202290
MHGP;1;28;202290
MHGP;1;28;202290
MHGP;7;28;202290
MNPP;1;28;202290
MNPP;6;28;202290
MPSP;1;28;202290
MPSP;14;28;202290
MSCF;1;28;202290
MSCF;3;28;202290
MSCM;5;28;202290
MTEM;4;28;202290
MTEM;1;28;202290
MTEM;20;28;202290
PEIN;3;28;202290
PEOG;2;28;202290
PEOG;30;28;202290
PEOG;1;28;202290
PEOG;1;28;202290
PEPA;2;28;202290
PEPA;2;28;202290
PEPA;10;28;202290
PEPA;1;28;202290
PFIL;1;28;202290
PGPC;4;28;202290
PMEM;15;28;202290
PMEM;3;28;202290
PMEM;1;28;202290
PMFA;2;28;202290
POPF;35;28;202290
RCME;1;28;202290
CAFC;19;29;202290
CAFC;1;29;202290
CBPE;10;29;202290
CCOM;11;29;202290
CDFO;1;29;202290
CDPC;2;29;202290
CFEP;1;29;202290
CFEP;7;29;202290
CGEP;2;29;202290
CICS;1;29;202290
CIMO;12;29;202290
CLEL;2;29;202290
CMDI;8;29;202290
CNEC;1;29;202290
CPDN;1;29;202290
CURV;1;29;202290
DAAG;11;29;202290
DAAG;8;29;202290
DAAM;22;29;202290
DAES;2;29;202290
DAES;1;29;202290
DAPC;2;29;202290
DASD;1;29;202290
DBCD;1;29;202290
DBCD;38;29;202290
DBPE;2;29;202290
DBPE;1;29;202290
DCAA;24;29;202290
DCAA;3;29;202290
DCAA;1;29;202290
DCAL;1;29;202290
DCDG;9;29;202290
DCDG;1;29;202290
DCGE;4;29;202290
DCKR;17;29;202290
DCOL;49;29;202290
DCPA;111;29;202290
DCPA;4;29;202290
DCPA;4;29;202290
DCPA;1;29;202290
DDCO;4;29;202290
DDDD;2;29;202290
DDDD;1;29;202290
DDEC;84;29;202290
DDEI;20;29;202290
DDEI;40;29;202290
DDEP;14;29;202290
DDEP;1;29;202290
DDEP;2;29;202290
DDFU;1;29;202290
DDGE;26;29;202290
DDGP;11;29;202290
DDGP;2;29;202290
DDGP;2;29;202290
DDIN;3;29;202290
DDIP;7;29;202290
DDLE;14;29;202290
DDLE;2;29;202290
DDLE;1;29;202290
DDMA;16;29;202290
DDPD;8;29;202290
DDPD;2;29;202290
DDPD;5;29;202290
DDSC;20;29;202290
DDUC;6;29;202290
DDUD;18;29;202290
DDUD;64;29;202290
DECC;17;29;202290
DEMA;1;29;202290
DEON;4;29;202290
DERA;3;29;202290
DERA;24;29;202290
DERO;28;29;202290
DERO;5;29;202290
DERS;16;29;202290
DERS;2;29;202290
DESG;3;29;202290
DESG;1;29;202290
DESG;1;29;202290
DESP;7;29;202290
DESP;1;29;202290
DEST;13;29;202290
DEST;1;29;202290
DEST;2;29;202290
DESU;11;29;202290
DETR;4;29;202290
DEVS;29;29;202290
DEXS;4;29;202290
DFCL;22;29;202290
DFDP;13;29;202290
DFKM;12;29;202290
DFKM;1;29;202290
DFNF;17;29;202290
DFUT;12;29;202290
DGAS;18;29;202290
DGCE;43;29;202290
DGCE;1;29;202290
DGCE;1;29;202290
DGCS;14;29;202290
DGCS;48;29;202290
DGCU;2;29;202290
DGGE;11;29;202290
DGOL;1;29;202290
DGOL;35;29;202290
DGOS;148;29;202290
DHDS;20;29;202290
DHGE;4;29;202290
DIFI;1;29;202290
DIGP;2;29;202290
DIND;21;29;202290
DIND;2;29;202290
DIND;1;29;202290
DIND;1;29;202290
DIOD;15;29;202290
DIPH;48;29;202290
DIQP;5;29;202290
DIQP;36;29;202290
DIQP;2;29;202290
DISI;23;29;202290
DISI;1;29;202290
DKAD;19;29;202290
DKAD;1;29;202290
DLDP;1;29;202290
DLDP;1;29;202290
DLGP;1;29;202290
DLGP;1;29;202290
DLGP;47;29;202290
DLGP;1;29;202290
DLIP;3;29;202290
DMBU;17;29;202290
DMBU;56;29;202290
DMCE;15;29;202290
DMDC;2;29;202290
DMDC;51;29;202290
DMDC;1;29;202290
DMOR;15;29;202290
DMSM;33;29;202290
DMSU;15;29;202290
DMTT;14;29;202290
DMTT;1;29;202290
DNDF;12;29;202290
DNDF;8;29;202290
DNEE;48;29;202290
DNEI;7;29;202290
DNEO;6;29;202290
DNEO;2;29;202290
DNNA;5;29;202290
DOCB;4;29;202290
DOCI;8;29;202290
DOCM;2;29;202290
DODE;6;29;202290
DODE;1;29;202290
DODP;1;29;202290
DODP;19;29;202290
DOFI;3;29;202290
DOIA;1;29;202290
DOIA;4;29;202290
DOPI;5;29;202290
DOPI;34;29;202290
DOPS;46;29;202290
DORE;1;29;202290
DORE;10;29;202290
DPAD;1;29;202290
DPAD;6;29;202290
DPCI;42;29;202290
DPEA;5;29;202290
DPEN;1;29;202290
DPEN;24;29;202290
DPPC;12;29;202290
DPPC;2;29;202290
DPSU;1;29;202290
DPSU;11;29;202290
DRET;7;29;202290
DRET;5;29;202290
DRNA;4;29;202290
DRNA;1;29;202290
DSAP;1;29;202290
DSAP;47;29;202290
DSCE;23;29;202290
DSCE;1;29;202290
DSCE;4;29;202290
DSCE;2;29;202290
DSFC;50;29;202290
DSMP;14;29;202290
DSMP;1;29;202290
DSMP;2;29;202290
DSVE;23;29;202290
DTCG;1;29;202290
DTDI;11;29;202290
DTMA;24;29;202290
DURP;76;29;202290
DVMP;15;29;202290
DVMP;11;29;202290
ECNE;2;29;202290
EMCT;1;29;202290
EOCM;4;29;202290
EOEN;1;29;202290
EOEN;10;29;202290
EOIM;1;29;202290
EOIM;5;29;202290
EOIO;1;29;202290
EOIO;10;29;202290
EOOP;8;29;202290
EOOR;6;29;202290
EOPE;8;29;202290
EORO;2;29;202290
EORO;11;29;202290
EORO;1;29;202290
EOTT;2;29;202290
EOTT;6;29;202290
MAEC;1;29;202290
MAFM;5;29;202290
MAGS;1;29;202290
MAGS;34;29;202290
MAGS;1;29;202290
MDAD;1;29;202290
MDAD;1;29;202290
MDAD;23;29;202290
MDDE;2;29;202290
MDDE;32;29;202290
MDDE;1;29;202290
MDGE;1;29;202290
MDGE;25;29;202290
MDGE;1;29;202290
MDPE;22;29;202290
MDRC;1;29;202290
MDRC;20;29;202290
MDTR;29;29;202290
MEDU;14;29;202290
MEMG;1;29;202290
MEMG;16;29;202290
MEPI;15;29;202290
MEPI;1;29;202290
MEPI;2;29;202290
MESP;2;29;202290
MESP;11;29;202290
MESP;1;29;202290
MFIA;1;29;202290
MFIA;8;29;202290
MFIL;1;29;202290
MHGP;1;29;202290
MHGP;1;29;202290
MHGP;7;29;202290
MNPP;1;29;202290
MNPP;6;29;202290
MPSP;1;29;202290
MPSP;15;29;202290
MSCF;1;29;202290
MSCF;3;29;202290
MSCM;5;29;202290
MTEM;4;29;202290
MTEM;1;29;202290
MTEM;20;29;202290
PEIN;3;29;202290
PEOG;2;29;202290
PEOG;33;29;202290
PEOG;1;29;202290
PEOG;1;29;202290
PEPA;2;29;202290
PEPA;2;29;202290
PEPA;10;29;202290
PEPA;1;29;202290
PFIL;1;29;202290
PGPC;4;29;202290
PMEM;15;29;202290
PMEM;3;29;202290
PMEM;1;29;202290
PMFA;2;29;202290
POPF;36;29;202290
RCME;1;29;202290
CAFC;19;30;202290
CAFC;1;30;202290
CBPE;10;30;202290
CCOM;11;30;202290
CDCA;1;30;202290
CDFO;1;30;202290
CDPC;2;30;202290
CFEP;1;30;202290
CFEP;7;30;202290
CGEP;2;30;202290
CGIE;3;30;202290
CICS;1;30;202290
CIMO;15;30;202290
CLEL;2;30;202290
CMDI;8;30;202290
CNEC;1;30;202290
CPDN;1;30;202290
CURV;2;30;202290
DAAG;11;30;202290
DAAG;8;30;202290
DAAM;26;30;202290
DAES;2;30;202290
DAES;1;30;202290
DAPC;2;30;202290
DASD;1;30;202290
DBCD;1;30;202290
DBCD;38;30;202290
DBPE;2;30;202290
DBPE;1;30;202290
DCAA;25;30;202290
DCAA;3;30;202290
DCAA;1;30;202290
DCAL;1;30;202290
DCDG;9;30;202290
DCDG;1;30;202290
DCGE;4;30;202290
DCKR;18;30;202290
DCOL;74;30;202290
DCPA;111;30;202290
DCPA;4;30;202290
DCPA;4;30;202290
DCPA;1;30;202290
DDCO;4;30;202290
DDDD;4;30;202290
DDDD;1;30;202290
DDEC;98;30;202290
DDEI;20;30;202290
DDEI;57;30;202290
DDEP;16;30;202290
DDEP;1;30;202290
DDEP;2;30;202290
DDFU;1;30;202290
DDGE;35;30;202290
DDGP;11;30;202290
DDGP;2;30;202290
DDGP;2;30;202290
DDIN;4;30;202290
DDIN;1;30;202290
DDIP;9;30;202290
DDLE;15;30;202290
DDLE;2;30;202290
DDLE;1;30;202290
DDLE;1;30;202290
DDMA;26;30;202290
DDPD;8;30;202290
DDPD;2;30;202290
DDPD;5;30;202290
DDSC;20;30;202290
DDUC;6;30;202290
DDUD;18;30;202290
DDUD;86;30;202290
DECC;18;30;202290
DEMA;1;30;202290
DEON;4;30;202290
DERA;3;30;202290
DERA;24;30;202290
DERO;28;30;202290
DERO;5;30;202290
DERS;16;30;202290
DERS;2;30;202290
DESG;3;30;202290
DESG;1;30;202290
DESG;1;30;202290
DESP;7;30;202290
DESP;1;30;202290
DEST;13;30;202290
DEST;1;30;202290
DEST;2;30;202290
DESU;12;30;202290
DETR;4;30;202290
DEVS;40;30;202290
DEXS;4;30;202290
DFCL;25;30;202290
DFDP;17;30;202290
DFKM;14;30;202290
DFKM;1;30;202290
DFNF;18;30;202290
DFUT;13;30;202290
DGAS;27;30;202290
DGCE;44;30;202290
DGCE;1;30;202290
DGCE;1;30;202290
DGCS;14;30;202290
DGCS;70;30;202290
DGCU;2;30;202290
DGGE;13;30;202290
DGGE;1;30;202290
DGOL;1;30;202290
DGOL;35;30;202290
DGOS;183;30;202290
DHDS;25;30;202290
DHGE;4;30;202290
DIFI;1;30;202290
DIGP;2;30;202290
DIND;23;30;202290
DIND;2;30;202290
DIND;2;30;202290
DIND;1;30;202290
DIOD;15;30;202290
DIPH;57;30;202290
DIQP;5;30;202290
DIQP;36;30;202290
DIQP;2;30;202290
DISI;25;30;202290
DISI;1;30;202290
DKAD;20;30;202290
DKAD;1;30;202290
DLDP;1;30;202290
DLDP;1;30;202290
DLGP;1;30;202290
DLGP;1;30;202290
DLGP;47;30;202290
DLGP;1;30;202290
DLIP;3;30;202290
DMBU;17;30;202290
DMBU;87;30;202290
DMCE;15;30;202290
DMDC;2;30;202290
DMDC;51;30;202290
DMDC;1;30;202290
DMOR;15;30;202290
DMSM;44;30;202290
DMSU;16;30;202290
DMTT;18;30;202290
DMTT;1;30;202290
DNDF;16;30;202290
DNDF;9;30;202290
DNEE;57;30;202290
DNEI;7;30;202290
DNEO;6;30;202290
DNEO;2;30;202290
DNNA;8;30;202290
DOCB;4;30;202290
DOCI;8;30;202290
DOCM;2;30;202290
DODE;5;30;202290
DODE;6;30;202290
DODE;1;30;202290
DODP;1;30;202290
DODP;19;30;202290
DOFI;3;30;202290
DOIA;1;30;202290
DOIA;4;30;202290
DOPI;5;30;202290
DOPI;34;30;202290
DOPS;61;30;202290
DORE;1;30;202290
DORE;10;30;202290
DPAD;1;30;202290
DPAD;6;30;202290
DPCI;56;30;202290
DPEA;11;30;202290
DPEN;1;30;202290
DPEN;24;30;202290
DPPC;12;30;202290
DPPC;2;30;202290
DPSU;1;30;202290
DPSU;13;30;202290
DRET;8;30;202290
DRET;6;30;202290
DRNA;6;30;202290
DRNA;1;30;202290
DSAP;1;30;202290
DSAP;74;30;202290
DSCE;23;30;202290
DSCE;1;30;202290
DSCE;4;30;202290
DSCE;2;30;202290
DSFC;54;30;202290
DSMP;14;30;202290
DSMP;1;30;202290
DSMP;2;30;202290
DSVE;45;30;202290
DTCG;1;30;202290
DTDI;11;30;202290
DTMA;29;30;202290
DURP;106;30;202290
DVMP;26;30;202290
DVMP;14;30;202290
ECNE;2;30;202290
EMAN;4;30;202290
EMCG;1;30;202290
EMCT;1;30;202290
EMMI;3;30;202290
EMNE;1;30;202290
EMNE;1;30;202290
EMOT;2;30;202290
EMPE;2;30;202290
EMPS;1;30;202290
EOCM;4;30;202290
EOEN;1;30;202290
EOEN;10;30;202290
EOIM;1;30;202290
EOIM;5;30;202290
EOIO;1;30;202290
EOIO;10;30;202290
EOOP;8;30;202290
EOOR;6;30;202290
EOPE;8;30;202290
EORO;2;30;202290
EORO;11;30;202290
EORO;1;30;202290
EOTT;2;30;202290
EOTT;6;30;202290
MAEC;1;30;202290
MAFM;5;30;202290
MAGS;1;30;202290
MAGS;35;30;202290
MAGS;1;30;202290
MDAD;1;30;202290
MDAD;1;30;202290
MDAD;23;30;202290
MDDE;2;30;202290
MDDE;34;30;202290
MDDE;1;30;202290
MDGE;1;30;202290
MDGE;25;30;202290
MDGE;1;30;202290
MDPE;22;30;202290
MDPE;1;30;202290
MDRC;1;30;202290
MDRC;22;30;202290
MDTR;30;30;202290
MEDU;14;30;202290
MEMG;1;30;202290
MEMG;16;30;202290
MEPI;15;30;202290
MEPI;1;30;202290
MEPI;2;30;202290
MESP;2;30;202290
MESP;11;30;202290
MESP;1;30;202290
MFIA;1;30;202290
MFIA;9;30;202290
MFIL;1;30;202290
MHGP;1;30;202290
MHGP;1;30;202290
MHGP;7;30;202290
MNPP;1;30;202290
MNPP;6;30;202290
MPSP;1;30;202290
MPSP;15;30;202290
MSCF;1;30;202290
MSCF;3;30;202290
MSCM;5;30;202290
MTEM;4;30;202290
MTEM;1;30;202290
MTEM;20;30;202290
PEIN;3;30;202290
PEOG;2;30;202290
PEOG;34;30;202290
PEOG;1;30;202290
PEOG;1;30;202290
PEPA;2;30;202290
PEPA;2;30;202290
PEPA;10;30;202290
PEPA;1;30;202290
PFIL;1;30;202290
PGPC;4;30;202290
PMEM;15;30;202290
PMEM;3;30;202290
PMEM;1;30;202290
PMFA;2;30;202290
POPF;37;30;202290
RCME;1;30;202290
CAFC;19;31;202290
CAFC;1;31;202290
CBPE;10;31;202290
CCOM;11;31;202290
CDCA;1;31;202290
CDFO;1;31;202290
CDPC;2;31;202290
CFEP;1;31;202290
CFEP;7;31;202290
CGEP;2;31;202290
CGIE;5;31;202290
CICS;1;31;202290
CIMO;15;31;202290
CLEL;2;31;202290
CMDI;8;31;202290
CNEC;1;31;202290
CPDN;1;31;202290
CURV;2;31;202290
DAAG;11;31;202290
DAAG;8;31;202290
DAAM;26;31;202290
DAES;2;31;202290
DAES;1;31;202290
DAPC;2;31;202290
DASD;1;31;202290
DBCD;1;31;202290
DBCD;38;31;202290
DBPE;2;31;202290
DBPE;2;31;202290
DCAA;29;31;202290
DCAA;4;31;202290
DCAA;1;31;202290
DCAL;3;31;202290
DCDG;9;31;202290
DCDG;1;31;202290
DCGE;4;31;202290
DCKR;20;31;202290
DCOL;74;31;202290
DCPA;112;31;202290
DCPA;4;31;202290
DCPA;4;31;202290
DCPA;1;31;202290
DDCO;5;31;202290
DDDD;4;31;202290
DDDD;1;31;202290
DDEC;105;31;202290
DDEI;20;31;202290
DDEI;69;31;202290
DDEP;17;31;202290
DDEP;1;31;202290
DDEP;4;31;202290
DDFU;1;31;202290
DDGE;39;31;202290
DDGP;11;31;202290
DDGP;2;31;202290
DDGP;2;31;202290
DDIN;7;31;202290
DDIN;1;31;202290
DDIP;10;31;202290
DDLE;18;31;202290
DDLE;2;31;202290
DDLE;1;31;202290
DDLE;1;31;202290
DDMA;34;31;202290
DDPD;8;31;202290
DDPD;2;31;202290
DDPD;5;31;202290
DDSC;20;31;202290
DDUC;6;31;202290
DDUD;18;31;202290
DDUD;93;31;202290
DECC;20;31;202290
DEMA;1;31;202290
DEON;4;31;202290
DERA;3;31;202290
DERA;24;31;202290
DERO;28;31;202290
DERO;5;31;202290
DERS;16;31;202290
DERS;2;31;202290
